date,Banks,Financials,Oil_Gas,Basic_Materials,Industrials,Technology,Utilities,Health_Care,Consumer_Services,Consumer_Goods
2021-09-13 00:00:00,-0.010217444,-0.002244176,0.01818774,-0.011372706,-0.006551774,-0.001177783,-0.004575562,-0.0064446,0.029226509,0.011536301
2021-09-14 00:00:00,-0.009170652,-0.002646671,0.001328708,0.002179569,-0.006594983,0.013572784,-0.005594806,-0.006950147,0.011643285,0.014349793
2021-09-15 00:00:00,-0.003773816,0.003351269,0.024915691,0.020334735,-0.000236341,0.006066603,0.014362455,0.00658815,-0.011221344,0.015212671
2021-09-16 00:00:00,0.01111229,-0.009643106,0.007169517,0.003949249,0.005343404,0.005149847,0.007825963,-0.004701389,-0.013911975,0.004119607
2021-09-17 00:00:00,0.011131489,0.004147313,-0.006737894,0.00972057,0.003637577,0.012083344,-0.001139793,0.004635557,0.009684533,-0.002589385
2021-09-20 00:00:00,0.014380999,-0.004080643,-0.021077893,-0.01287872,-0.006384292,-0.006278732,-0.014859763,-0.007649453,-0.006161711,-0.003096132
2021-09-21 00:00:00,-0.010009767,-0.010993787,-0.008260852,-0.008216576,-0.006227603,-0.006196049,-0.007235151,-0.009716014,-0.006307146,-0.004645497
2021-09-22 00:00:00,0.001265497,0.009325693,0.01791005,0.012436643,0.013977456,0.003736861,0.00387795,0.00644345,0.009923786,0.016528204
2021-09-23 00:00:00,0.000725766,0.006213405,0.002325244,-0.002674073,0.003735994,-0.000170663,0.02275218,0.012303573,0.010456921,-0.006097731
2021-09-24 00:00:00,0.006880253,-0.003013118,-0.003489897,-0.013652679,-0.009836913,-0.00758729,-0.000547566,-0.012004112,0.002937784,-0.003104433
2021-09-27 00:00:00,-0.016498312,-0.021077959,0.000145656,-0.023806456,-0.014859584,-0.013903544,0.004930759,-0.024653939,-0.008839371,-0.023331784
2021-09-28 00:00:00,0.003349771,0.008462101,0.033372234,0.017277445,0.000358273,0.007173828,0.022210185,-0.00336439,-0.002857901,0.003465972
2021-09-29 00:00:00,-0.009060754,-0.002159488,0.005898894,0.010072404,0.007138638,0.004639234,0.015792626,0.002596872,-0.002653507,0.008310016
2021-09-30 00:00:00,-0.002927354,0.006285517,0.002796813,0.00418722,0.003077654,-0.003279783,-0.012379582,0.009442043,0.007306646,0.007206695
2021-10-01 00:00:00,-0.016097991,-0.009804662,0.013454673,0.012150484,-0.001656021,-0.002547394,0.028740694,-0.004064771,-0.003911417,-0.005173508
2021-10-04 00:00:00,-0.01272412,0.003969423,0.031063874,0.027159213,0.009738934,0.01245248,0.017847716,-0.000458322,0.012002671,0.005857953
2021-10-05 00:00:00,0.013958644,0.014790922,0.007716909,0.002487027,0.004250596,0.002271923,0.026689281,0.003863691,0.005739645,0.002899519
2021-10-06 00:00:00,-0.000169354,0.007160093,0.002647255,0.009066544,0.008910298,0.00090245,0.010451489,-5.07412e-05,0.000520156,0.002061205
2021-10-07 00:00:00,0.007088295,0.004482046,-0.010898566,0.002654912,0.00446395,0.00476701,-0.010137808,0.004909952,-0.000728294,0.00510146
2021-10-08 00:00:00,0.005558232,0.002823902,0.003867961,-0.003935722,0.00103617,0.042259307,-0.000303952,0.000201956,0.013028827,0.009749278
2021-10-11 00:00:00,0.025708357,0.014970664,0.024069025,0.011631077,-0.000383642,0.005104064,0.000114297,-0.001667355,0.02265091,0.001177279
2021-10-12 00:00:00,-0.000628894,0.002838589,0.016497345,0.001298449,0.004479419,-0.002873632,-0.00401307,-0.003647544,0.012872502,-0.002683599
2021-10-13 00:00:00,-0.002356043,0.000686931,-0.010924856,0.003303433,0.002746626,0.004006907,-0.004416628,0.002196875,0.000891928,-0.00473016
2021-10-14 00:00:00,-0.002033923,0.000343289,0.005541608,0.010389453,-0.001639438,-0.001318422,0.004541136,-0.001537305,-0.000198138,-0.000741113
2021-10-15 00:00:00,0.001216175,-0.001739112,0.000257003,0.009141792,0.002058398,0.001942332,0.00558203,0.000338072,-0.009557066,0.000856348
2021-10-18 00:00:00,-0.000350668,0.002318145,0.026999549,0.003450189,-0.000190415,0.00256088,0.011469909,-0.003860813,-0.011064285,-0.001713429
2021-10-19 00:00:00,0.001308534,0.004705589,-0.002755168,-0.003355071,-0.003127983,-0.000991275,-0.007542497,-0.00205501,0.008159199,-0.003270244
2021-10-20 00:00:00,-0.002946612,0.000469343,-0.007932053,0.002027049,0.002861341,-0.009128886,0.001164837,0.004427451,0.002304726,-0.00059574
2021-10-21 00:00:00,-0.008136435,-0.004574808,-0.003291976,0.001801888,-0.001982993,-0.004876522,-0.010039772,0.001268639,-0.008140339,-0.007960621
2021-10-22 00:00:00,-0.003382177,0.008767776,-0.010197666,0.003216349,0.010744831,-0.001029673,0.005479026,-0.001437912,0.005233506,0.009812872
2021-10-25 00:00:00,-0.008422204,0.006436064,0.015636243,-0.010252605,0.00117001,-0.007898118,-0.00140339,0.004071536,0.005006519,0.000198252
2021-10-26 00:00:00,0.001861842,0.00309738,0.000756525,0.008866429,0.0107302,0.020531629,0.005898922,0.00422293,0.012111733,-0.001802234
2021-10-27 00:00:00,0.018055554,0.024028925,0.032854874,0.016911674,0.019695059,0.016350013,0.025309475,0.009041819,0.016927169,0.01932356
2021-10-28 00:00:00,0.01073914,0.012126062,-0.00268686,0.006303516,0.009033353,-0.000318479,0.02763967,0.006401667,0.001454264,0.01437552
2021-10-29 00:00:00,0.003654282,0.015703018,0.000122287,-0.005064396,0.006001247,-0.008798146,0.001933902,0.000479303,-0.004661108,0.000303968
